,dEVI,Grid,Range
3787,4242.5,MAL,SK
3788,4197,MAL,SK
3789,4197,MAL,SK
3790,3834,MAL,SK
3791,3834,MAL,SK
3792,3103.5,MAL,SK
3793,3103.5,MAL,SK
3794,3426,MAL,SK
3795,3051,MAL,SK
3796,3051,MAL,SK
3797,3076.5,MAL,SK
3798,3076.5,MAL,SK
3799,3179,MAL,SK
3800,3179,MAL,SK
3801,3368,MAL,SK
3802,3368,MAL,SK
3803,4082.5,MAL,SK
3804,4082.5,MAL,SK
3805,4242.5,MAL,SK
3806,4242.5,MAL,SK
3807,4197,MAL,SK
3808,4197,MAL,SK
3809,3834,MAL,SK
3810,3834,MAL,SK
3811,3103.5,MAL,SK
3812,3987.5,MAL,SK
3813,3987.5,MAL,SK
3814,4020,MAL,SK
3815,4020,MAL,SK
3816,3360.5,MAL,SK
3817,3360.5,MAL,SK
3818,3312,MAL,SK
3819,3312,MAL,SK
3820,4660,MAL,SK
3821,4660,MAL,SK
3822,4622.5,MAL,SK
3823,4622.5,MAL,SK
3824,4528,MAL,SK
3825,4528,MAL,SK
3826,4381.5,MAL,SK
3827,4381.5,MAL,SK
3828,3914,MAL,SK
3829,3914,MAL,SK
3830,3828,MAL,SK
3831,3987.5,MAL,SK
3832,3987.5,MAL,SK
3833,4020,MAL,SK
3834,4020,MAL,SK
3835,3360.5,MAL,SK
3836,3360.5,MAL,SK
3837,3312,MAL,SK
3838,3312,MAL,SK
3839,4660,MAL,SK
3840,4660,MAL,SK
3841,4622.5,MAL,SK
3842,4622.5,MAL,SK
3843,4528,MAL,SK
3844,4528,MAL,SK
3845,4381.5,MAL,SK
3846,4381.5,MAL,SK
3847,4070,MAL,SK
3848,4070,MAL,SK
3849,3514.5,MAL,SK
3850,3514.5,MAL,SK
3851,3853,MAL,SK
3852,3853,MAL,SK
3853,3588,MAL,SK
3854,3588,MAL,SK
3855,3947.5,MAL,SK
3856,3947.5,MAL,SK
3857,4188,MAL,SK
3858,4188,MAL,SK
3859,3673,MAL,SK
3860,3673,MAL,SK
3861,3837,MAL,SK
3862,3837,MAL,SK
3863,3826.5,MAL,SK
3864,3906,MAL,SK
3865,3906,MAL,SK
3866,4070,MAL,SK
3867,4070,MAL,SK
3868,3514.5,MAL,SK
3869,3514.5,MAL,SK
3870,3853,MAL,SK
3871,3853,MAL,SK
3872,3588,MAL,SK
3873,3588,MAL,SK
3874,3947.5,MAL,SK
3875,3947.5,MAL,SK
3876,4188,MAL,SK
3877,4188,MAL,SK
3878,3673,MAL,SK
3879,3673,MAL,SK
3880,3837,MAL,SK
3881,3779,MAL,SK
3882,3268.5,MAL,SK
3883,3268.5,MAL,SK
3884,2609.5,MAL,SK
3885,2609.5,MAL,SK
3886,3024,MAL,SK
3887,3024,MAL,SK
3888,3046.5,MAL,SK
3889,3046.5,MAL,SK
3890,2691.5,MAL,SK
3891,2691.5,MAL,SK
3892,3221,MAL,SK
3893,3221,MAL,SK
3894,3853.5,MAL,SK
3895,3853.5,MAL,SK
3896,3859.5,MAL,SK
3897,3859.5,MAL,SK
3898,3407,MAL,SK
3899,3779,MAL,SK
3900,3779,MAL,SK
3901,3268.5,MAL,SK
3902,3268.5,MAL,SK
3903,2609.5,MAL,SK
3904,2609.5,MAL,SK
3905,3024,MAL,SK
3906,3024,MAL,SK
3907,3046.5,MAL,SK
3908,3046.5,MAL,SK
3909,2691.5,MAL,SK
3910,2691.5,MAL,SK
3911,3221,MAL,SK
3912,3221,MAL,SK
3913,3853.5,MAL,SK
3914,3853.5,MAL,SK
3915,3859.5,MAL,SK
3916,3800.5,MAL,SK
3917,3800.5,MAL,SK
3918,3658,MAL,SK
3919,3658,MAL,SK
3920,2061,MAL,SK
3921,2061,MAL,SK
3922,3504,MAL,SK
3923,3504,MAL,SK
3924,3600,MAL,SK
3925,3600,MAL,SK
3926,3381.5,MAL,SK
3927,3381.5,MAL,SK
3928,2914.5,MAL,SK
3929,2914.5,MAL,SK
3930,2938.5,MAL,SK
3931,2938.5,MAL,SK
3932,2894.5,MAL,SK
3933,3533,MAL,SK
3934,3533,MAL,SK
3935,3800.5,MAL,SK
3936,3800.5,MAL,SK
3937,3658,MAL,SK
3938,3658,MAL,SK
3939,2061,MAL,SK
3940,2061,MAL,SK
3941,3504,MAL,SK
3942,3504,MAL,SK
3943,3600,MAL,SK
3944,3600,MAL,SK
3945,3381.5,MAL,SK
3946,3381.5,MAL,SK
3947,2914.5,MAL,SK
3948,2914.5,MAL,SK
3949,2938.5,MAL,SK
3950,2938.5,MAL,SK
3951,3108,MAL,SK
3952,3635.5,MAL,SK
3953,3635.5,MAL,SK
3954,2480,MAL,SK
3955,2480,MAL,SK
3956,2376,MAL,SK
3957,2376,MAL,SK
3958,3002.5,MAL,SK
3959,3002.5,MAL,SK
3960,3346.5,MAL,SK
3961,3346.5,MAL,SK
3962,2937,MAL,SK
3963,2937,MAL,SK
3964,2767,MAL,SK
3965,2767,MAL,SK
3966,2484.5,MAL,SK
3967,2484.5,MAL,SK
3968,3297.5,MAL,SK
3969,3108,MAL,SK
3970,3108,MAL,SK
3971,3635.5,MAL,SK
3972,3635.5,MAL,SK
3973,2480,MAL,SK
3974,2480,MAL,SK
3975,2376,MAL,SK
3976,2376,MAL,SK
3977,3002.5,MAL,SK
3978,3002.5,MAL,SK
3979,3346.5,MAL,SK
3980,3346.5,MAL,SK
3981,2937,MAL,SK
3982,2937,MAL,SK
3983,2767,MAL,SK
3984,2767,MAL,SK
3985,2484.5,MAL,SK
3986,3360.5,MAL,SK
3987,3360.5,MAL,SK
3988,3134,MAL,SK
3989,3134,MAL,SK
3990,2905,MAL,SK
3991,2905,MAL,SK
3992,2589,MAL,SK
3993,2589,MAL,SK
3994,3096.5,MAL,SK
3995,3096.5,MAL,SK
3996,3146,MAL,SK
3997,3146,MAL,SK
3998,3210.5,MAL,SK
3999,3210.5,MAL,SK
4000,3195.5,MAL,SK
4001,3195.5,MAL,SK
4002,2556,MAL,SK
4003,3431.5,MAL,SK
4004,3431.5,MAL,SK
4005,3360.5,MAL,SK
4006,3360.5,MAL,SK
4007,3134,MAL,SK
4008,3134,MAL,SK
4009,2905,MAL,SK
4010,2905,MAL,SK
4011,2589,MAL,SK
4012,2589,MAL,SK
4013,3096.5,MAL,SK
4014,3096.5,MAL,SK
4015,3146,MAL,SK
4016,3146,MAL,SK
4017,3210.5,MAL,SK
4018,3210.5,MAL,SK
4019,3195.5,MAL,SK
4020,3195.5,MAL,SK
4021,3748,MAL,SK
4022,3354,MAL,SK
4023,3354,MAL,SK
4024,2738.5,MAL,SK
4025,2738.5,MAL,SK
4026,2458.5,MAL,SK
4027,2458.5,MAL,SK
4028,3104,MAL,SK
4029,3104,MAL,SK
4030,2935.5,MAL,SK
4031,2935.5,MAL,SK
4032,3073.5,MAL,SK
4033,3073.5,MAL,SK
4034,3118,MAL,SK
4035,3118,MAL,SK
4036,1776.5,MAL,SK
4037,1776.5,MAL,SK
4038,3748,MAL,SK
4039,3748,MAL,SK
4040,3354,MAL,SK
4041,3354,MAL,SK
4042,2738.5,MAL,SK
4043,2738.5,MAL,SK
4044,2458.5,MAL,SK
4045,2458.5,MAL,SK
4046,3104,MAL,SK
4047,3104,MAL,SK
4048,2935.5,MAL,SK
4049,2935.5,MAL,SK
4050,3073.5,MAL,SK
4051,3073.5,MAL,SK
4052,3118,MAL,SK
4053,3118,MAL,SK
4054,1776.5,MAL,SK
4055,3477,MAL,SK
4056,3477,MAL,SK
4057,3451.5,MAL,SK
4058,3451.5,MAL,SK
4059,3503,MAL,SK
4060,3503,MAL,SK
4061,3233,MAL,SK
4062,3233,MAL,SK
4063,3385,MAL,SK
4064,3385,MAL,SK
4065,3429.5,MAL,SK
4066,3429.5,MAL,SK
4067,2677,MAL,SK
4068,2677,MAL,SK
4069,2407.5,MAL,SK
4070,2407.5,MAL,SK
4071,1157.5,MAL,SK
4072,3458.5,MAL,SK
4073,3477,MAL,SK
4074,3477,MAL,SK
4075,3451.5,MAL,SK
4076,3451.5,MAL,SK
4077,3503,MAL,SK
4078,3503,MAL,SK
4079,3233,MAL,SK
4080,3233,MAL,SK
4081,3385,MAL,SK
4082,3385,MAL,SK
4083,3429.5,MAL,SK
4084,3429.5,MAL,SK
4085,2677,MAL,SK
4086,2677,MAL,SK
4087,2407.5,MAL,SK
4088,2407.5,MAL,SK
4089,3112,MAL,SK
4090,3276.5,MAL,SK
4091,3276.5,MAL,SK
4092,3330,MAL,SK
4093,3330,MAL,SK
4094,3484.5,MAL,SK
4095,3484.5,MAL,SK
4096,3093,MAL,SK
4097,3093,MAL,SK
4098,3474.5,MAL,SK
4099,3474.5,MAL,SK
4100,2994.5,MAL,SK
4101,2994.5,MAL,SK
4102,2522.5,MAL,SK
4103,2522.5,MAL,SK
4104,2008,MAL,SK
4105,2008,MAL,SK
4106,2055,MAL,SK
4107,3112,MAL,SK
4108,3112,MAL,SK
4109,3276.5,MAL,SK
4110,3276.5,MAL,SK
4111,3330,MAL,SK
4112,3330,MAL,SK
4113,3484.5,MAL,SK
4114,3484.5,MAL,SK
4115,3093,MAL,SK
4116,3093,MAL,SK
4117,3474.5,MAL,SK
4118,3474.5,MAL,SK
4119,2994.5,MAL,SK
4120,2994.5,MAL,SK
4121,2522.5,MAL,SK
4122,2522.5,MAL,SK
4123,2008,MAL,SK
4124,3099.5,MAL,SK
4125,3099.5,MAL,SK
4126,3126.5,MAL,SK
4127,3126.5,MAL,SK
4128,3167.5,MAL,SK
4129,3167.5,MAL,SK
4130,2983,MAL,SK
4131,2983,MAL,SK
4132,3473.5,MAL,SK
4133,3473.5,MAL,SK
4134,3391,MAL,SK
4135,3391,MAL,SK
4136,3100,MAL,SK
4137,3100,MAL,SK
4138,2626,MAL,SK
4139,2626,MAL,SK
4140,2891,MAL,SK
4141,2891,MAL,SK
4142,2871.5,MAL,SK
4143,3099.5,MAL,SK
4144,3099.5,MAL,SK
4145,3126.5,MAL,SK
4146,3126.5,MAL,SK
4147,3167.5,MAL,SK
4148,3167.5,MAL,SK
4149,2983,MAL,SK
4150,2983,MAL,SK
4151,3473.5,MAL,SK
4152,3473.5,MAL,SK
4153,3391,MAL,SK
4154,3391,MAL,SK
4155,3100,MAL,SK
4156,3100,MAL,SK
4157,2626,MAL,SK
4158,2626,MAL,SK
4159,3161,MAL,SK
4160,2967,MAL,SK
4161,2967,MAL,SK
4162,3245.5,MAL,SK
4163,3245.5,MAL,SK
4164,3167.5,MAL,SK
4165,3167.5,MAL,SK
4166,3307,MAL,SK
4167,3307,MAL,SK
4168,3484,MAL,SK
4169,3484,MAL,SK
4170,3409,MAL,SK
4171,3409,MAL,SK
4172,3291,MAL,SK
4173,3291,MAL,SK
4174,2506,MAL,SK
4175,2506,MAL,SK
4176,2912.5,MAL,SK
4177,3161,MAL,SK
4178,3161,MAL,SK
4179,2967,MAL,SK
4180,2967,MAL,SK
4181,3245.5,MAL,SK
4182,3245.5,MAL,SK
4183,3167.5,MAL,SK
4184,3167.5,MAL,SK
4185,3307,MAL,SK
4186,3307,MAL,SK
4187,3484,MAL,SK
4188,3484,MAL,SK
4189,3409,MAL,SK
4190,3409,MAL,SK
4191,3291,MAL,SK
4192,3291,MAL,SK
4193,2506,MAL,SK
4194,2666,MAL,SK
4195,2701.5,MAL,SK
4196,2701.5,MAL,SK
4197,2511,MAL,SK
4198,2511,MAL,SK
4199,3131.5,MAL,SK
4200,3131.5,MAL,SK
4201,2655.5,MAL,SK
4202,2655.5,MAL,SK
4203,2608,MAL,SK
4204,2608,MAL,SK
4205,2902,MAL,SK
4206,2902,MAL,SK
4207,3668.5,MAL,SK
4208,3668.5,MAL,SK
4209,2835,MAL,SK
4210,2835,MAL,SK
4211,2708.5,MAL,SK
4212,2666,MAL,SK
4213,2666,MAL,SK
4214,2701.5,MAL,SK
4215,2701.5,MAL,SK
4216,2511,MAL,SK
4217,2511,MAL,SK
4218,3131.5,MAL,SK
4219,3131.5,MAL,SK
4220,2655.5,MAL,SK
4221,2655.5,MAL,SK
4222,2608,MAL,SK
4223,2608,MAL,SK
4224,2902,MAL,SK
4225,2902,MAL,SK
4226,3668.5,MAL,SK
4227,3668.5,MAL,SK
4228,2300.5,MAL,SK
4229,2300.5,MAL,SK
4230,2017.5,MAL,SK
4231,2017.5,MAL,SK
4232,2767.5,MAL,SK
4233,2767.5,MAL,SK
4234,2853.5,MAL,SK
4235,2853.5,MAL,SK
4236,2710,MAL,SK
4237,2710,MAL,SK
4238,2888.5,MAL,SK
4239,2888.5,MAL,SK
4240,3286.5,MAL,SK
4241,3286.5,MAL,SK
4242,3789,MAL,SK
4243,3789,MAL,SK
4244,3498,MAL,SK
4245,3153,MAL,SK
4246,3153,MAL,SK
4247,2300.5,MAL,SK
4248,2300.5,MAL,SK
4249,2017.5,MAL,SK
4250,2017.5,MAL,SK
4251,2767.5,MAL,SK
4252,2767.5,MAL,SK
4253,2853.5,MAL,SK
4254,2853.5,MAL,SK
4255,2710,MAL,SK
4256,2710,MAL,SK
4257,2888.5,MAL,SK
4258,2888.5,MAL,SK
4259,3286.5,MAL,SK
4260,3286.5,MAL,SK
4261,3789,MAL,SK
4262,3789,MAL,SK
4263,2879,MAL,SK
4264,2274,MAL,SK
4265,2274,MAL,SK
4266,1793.5,MAL,SK
4267,1793.5,MAL,SK
4268,2535,MAL,SK
4269,2535,MAL,SK
4270,2943.5,MAL,SK
4271,2943.5,MAL,SK
4272,2637,MAL,SK
4273,2637,MAL,SK
4274,3252,MAL,SK
4275,3252,MAL,SK
4276,3997.5,MAL,SK
4277,3997.5,MAL,SK
4278,3847,MAL,SK
4279,3847,MAL,SK
4280,2939,MAL,SK
4281,2879,MAL,SK
4282,2879,MAL,SK
4283,2274,MAL,SK
4284,2274,MAL,SK
4285,1793.5,MAL,SK
4286,1793.5,MAL,SK
4287,2535,MAL,SK
4288,2535,MAL,SK
4289,2943.5,MAL,SK
4290,2943.5,MAL,SK
4291,2637,MAL,SK
4292,2637,MAL,SK
4293,3252,MAL,SK
4294,3252,MAL,SK
4295,3997.5,MAL,SK
4296,3997.5,MAL,SK
4297,3847,MAL,SK
4298,2207.5,MAL,SK
4299,2207.5,MAL,SK
4300,1804,MAL,SK
4301,1804,MAL,SK
4302,2153,MAL,SK
4303,2153,MAL,SK
4304,2862,MAL,SK
4305,2862,MAL,SK
4306,3092.5,MAL,SK
4307,3092.5,MAL,SK
4308,2632.5,MAL,SK
4309,2632.5,MAL,SK
4310,3476.5,MAL,SK
4311,3476.5,MAL,SK
4312,3828.5,MAL,SK
4313,3828.5,MAL,SK
4314,3197.5,MAL,SK
4315,2678.5,MAL,SK
4316,2678.5,MAL,SK
4317,2207.5,MAL,SK
4318,2207.5,MAL,SK
4319,1804,MAL,SK
4320,1804,MAL,SK
4321,2153,MAL,SK
4322,2153,MAL,SK
4323,2862,MAL,SK
4324,2862,MAL,SK
4325,3092.5,MAL,SK
4326,3092.5,MAL,SK
4327,2632.5,MAL,SK
4328,2632.5,MAL,SK
4329,3476.5,MAL,SK
4330,3476.5,MAL,SK
4331,3828.5,MAL,SK
4332,3828.5,MAL,SK
4333,2271.5,MAL,SK
4334,1936,MAL,SK
4335,1936,MAL,SK
4336,2565,MAL,SK
4337,2565,MAL,SK
4338,2542.5,MAL,SK
4339,2542.5,MAL,SK
4340,2673,MAL,SK
4341,2673,MAL,SK
4342,2198,MAL,SK
4343,2198,MAL,SK
4344,2589.5,MAL,SK
4345,2589.5,MAL,SK
4346,3154,MAL,SK
4347,3154,MAL,SK
4348,3099,MAL,SK
4349,3099,MAL,SK
4350,2271.5,MAL,SK
4351,2271.5,MAL,SK
4352,1936,MAL,SK
4353,1936,MAL,SK
4354,2565,MAL,SK
4355,2565,MAL,SK
4356,2542.5,MAL,SK
4357,2542.5,MAL,SK
4358,2673,MAL,SK
4359,2673,MAL,SK
4360,2198,MAL,SK
4361,2198,MAL,SK
4362,2589.5,MAL,SK
4363,2589.5,MAL,SK
4364,3154,MAL,SK
4365,3154,MAL,SK
4366,3099,MAL,SK
4367,1329,MAL,SK
4368,1329,MAL,SK
4369,2807,MAL,SK
4370,2807,MAL,SK
4371,2427.5,MAL,SK
4372,2427.5,MAL,SK
4373,2597,MAL,SK
4374,2597,MAL,SK
4375,1903,MAL,SK
4376,1903,MAL,SK
4377,2592.5,MAL,SK
4378,2592.5,MAL,SK
4379,2076.5,MAL,SK
4380,2076.5,MAL,SK
4381,1590.5,MAL,SK
4382,1590.5,MAL,SK
4383,1659,MAL,SK
4384,1809.5,MAL,SK
4385,1329,MAL,SK
4386,1329,MAL,SK
4387,2807,MAL,SK
4388,2807,MAL,SK
4389,2427.5,MAL,SK
4390,2427.5,MAL,SK
4391,2597,MAL,SK
4392,2597,MAL,SK
4393,1903,MAL,SK
4394,1903,MAL,SK
4395,2592.5,MAL,SK
4396,2592.5,MAL,SK
4397,2076.5,MAL,SK
4398,2076.5,MAL,SK
4399,1590.5,MAL,SK
4400,1590.5,MAL,SK
4401,1571,MAL,SK
4402,1265,MAL,SK
4403,1265,MAL,SK
4404,2655.5,MAL,SK
4405,2655.5,MAL,SK
4406,2962,MAL,SK
4407,2962,MAL,SK
4408,2394.5,MAL,SK
4409,2394.5,MAL,SK
4410,1806,MAL,SK
4411,1806,MAL,SK
4412,1691.5,MAL,SK
4413,1691.5,MAL,SK
4414,1845,MAL,SK
4415,1845,MAL,SK
4416,1668.5,MAL,SK
4417,1668.5,MAL,SK
4418,NA,MAL,SK
4419,1571,MAL,SK
4420,1571,MAL,SK
4421,1265,MAL,SK
4422,1265,MAL,SK
4423,2655.5,MAL,SK
4424,2655.5,MAL,SK
4425,2962,MAL,SK
4426,2962,MAL,SK
4427,2394.5,MAL,SK
4428,2394.5,MAL,SK
4429,1806,MAL,SK
4430,1806,MAL,SK
4431,1691.5,MAL,SK
4432,1691.5,MAL,SK
4433,1845,MAL,SK
4434,1845,MAL,SK
4435,NA,MAL,SK
4436,1589,MAL,SK
4437,1589,MAL,SK
4438,2069.5,MAL,SK
4439,2069.5,MAL,SK
4440,2807.5,MAL,SK
4441,2807.5,MAL,SK
4442,2561,MAL,SK
4443,2561,MAL,SK
4444,1958,MAL,SK
4445,1958,MAL,SK
4446,1560,MAL,SK
4447,1560,MAL,SK
4448,1516,MAL,SK
4449,1516,MAL,SK
4450,1730.5,MAL,SK
4451,1730.5,MAL,SK
4452,NA,MAL,SK
4453,NA,MAL,SK
4454,1836,MAL,SK
4455,1589,MAL,SK
4456,1589,MAL,SK
4457,2069.5,MAL,SK
4458,2069.5,MAL,SK
4459,2807.5,MAL,SK
4460,2807.5,MAL,SK
4461,2561,MAL,SK
4462,2561,MAL,SK
4463,1958,MAL,SK
4464,1958,MAL,SK
4465,1560,MAL,SK
4466,1560,MAL,SK
4467,1516,MAL,SK
4468,1516,MAL,SK
4469,1730.5,MAL,SK
4470,NA,MAL,SK
4471,1948,MAL,SK
4472,2617,MAL,SK
4473,2617,MAL,SK
4474,2681.5,MAL,SK
4475,2681.5,MAL,SK
4476,2675,MAL,SK
4477,2675,MAL,SK
4478,2122.5,MAL,SK
4479,2122.5,MAL,SK
4480,1839,MAL,SK
4481,1839,MAL,SK
4482,1636,MAL,SK
4483,1636,MAL,SK
4484,865,MAL,SK
4485,865,MAL,SK
4486,NA,MAL,SK
4487,NA,MAL,SK
4488,NA,MAL,SK
4489,1948,MAL,SK
4490,1948,MAL,SK
4491,2617,MAL,SK
4492,2617,MAL,SK
4493,2681.5,MAL,SK
4494,2681.5,MAL,SK
4495,2675,MAL,SK
4496,2675,MAL,SK
4497,2122.5,MAL,SK
4498,2122.5,MAL,SK
4499,1839,MAL,SK
4500,1839,MAL,SK
4501,1636,MAL,SK
4502,1636,MAL,SK
4503,865,MAL,SK
4504,NA,MAL,SK
4505,NA,MAL,SK
4506,2448.5,MAL,SK
4507,2448.5,MAL,SK
4508,2177.5,MAL,SK
4509,2177.5,MAL,SK
4510,2291.5,MAL,SK
4511,2291.5,MAL,SK
4512,2424,MAL,SK
4513,2424,MAL,SK
4514,1721.5,MAL,SK
4515,1721.5,MAL,SK
4516,1047.5,MAL,SK
4517,1047.5,MAL,SK
4518,853.5,MAL,SK
4519,853.5,MAL,SK
4520,999,MAL,SK
4521,NA,MAL,SK
4522,NA,MAL,SK
4523,NA,MAL,SK
4524,1831.5,MAL,SK
4525,2448.5,MAL,SK
4526,2448.5,MAL,SK
4527,2177.5,MAL,SK
4528,2177.5,MAL,SK
4529,2291.5,MAL,SK
4530,2291.5,MAL,SK
4531,2424,MAL,SK
4532,2424,MAL,SK
4533,1721.5,MAL,SK
4534,1721.5,MAL,SK
4535,1047.5,MAL,SK
4536,1047.5,MAL,SK
4537,853.5,MAL,SK
4538,853.5,MAL,SK
4539,NA,MAL,SK
4540,NA,MAL,SK
4541,1806,MAL,SK
4542,1806,MAL,SK
4543,1524,MAL,SK
4544,1524,MAL,SK
4545,1852,MAL,SK
4546,1852,MAL,SK
4547,1300,MAL,SK
4548,1300,MAL,SK
4549,1340,MAL,SK
4550,1340,MAL,SK
4551,783,MAL,SK
4552,783,MAL,SK
4553,1041,MAL,SK
4554,1041,MAL,SK
4555,NA,MAL,SK
4556,NA,MAL,SK
4557,NA,MAL,SK
4558,2066.5,MAL,SK
4559,2066.5,MAL,SK
4560,1806,MAL,SK
4561,1806,MAL,SK
4562,1524,MAL,SK
4563,1524,MAL,SK
4564,1852,MAL,SK
4565,1852,MAL,SK
4566,1300,MAL,SK
4567,1300,MAL,SK
4568,1340,MAL,SK
4569,1340,MAL,SK
4570,783,MAL,SK
4571,783,MAL,SK
4572,NA,MAL,SK
4573,NA,MAL,SK
4574,NA,MAL,SK
4575,1779,MAL,SK
4576,1091.5,MAL,SK
4577,1091.5,MAL,SK
4578,1047,MAL,SK
4579,1047,MAL,SK
4580,1256.5,MAL,SK
4581,1256.5,MAL,SK
4582,1960,MAL,SK
4583,1960,MAL,SK
4584,1422,MAL,SK
4585,1422,MAL,SK
4586,1103.5,MAL,SK
4587,1103.5,MAL,SK
4588,NA,MAL,SK
4589,NA,MAL,SK
4590,NA,MAL,SK
4591,NA,MAL,SK
4592,1718.5,MAL,SK
4593,1779,MAL,SK
4594,1779,MAL,SK
4595,1091.5,MAL,SK
4596,1091.5,MAL,SK
4597,1047,MAL,SK
4598,1047,MAL,SK
4599,1256.5,MAL,SK
4600,1256.5,MAL,SK
4601,1960,MAL,SK
4602,1960,MAL,SK
4603,1422,MAL,SK
4604,1422,MAL,SK
4605,1103.5,MAL,SK
4606,NA,MAL,SK
4607,NA,MAL,SK
4608,NA,MAL,SK
4609,NA,MAL,SK
4610,1320.5,MAL,SK
4611,1320.5,MAL,SK
4612,677,MAL,SK
4613,677,MAL,SK
4614,587.5,MAL,SK
4615,587.5,MAL,SK
4616,1481.5,MAL,SK
4617,1481.5,MAL,SK
4618,1782.5,MAL,SK
4619,1782.5,MAL,SK
4620,2212,MAL,SK
4621,2212,MAL,SK
4622,1646,MAL,SK
4623,NA,MAL,SK
4624,NA,MAL,SK
4625,NA,MAL,SK
4626,NA,MAL,SK
4627,1624,MAL,SK
4628,1624,MAL,SK
4629,1320.5,MAL,SK
4630,1320.5,MAL,SK
4631,677,MAL,SK
4632,677,MAL,SK
4633,587.5,MAL,SK
4634,587.5,MAL,SK
4635,1481.5,MAL,SK
4636,1481.5,MAL,SK
4637,1782.5,MAL,SK
4638,656,LRN,SK
4639,656,LRN,SK
4640,826.5,LRN,SK
4641,900,LRN,SK
4642,900,LRN,SK
4643,1000,LRN,SK
4644,766,LRN,SK
4645,766,LRN,SK
4646,826.5,LRN,SK
4647,826.5,LRN,SK
4648,900,LRN,SK
4649,900,LRN,SK
4650,875,LRN,SK
4651,931,LRN,SK
4652,931,LRN,SK
4653,630.5,LRN,SK
4654,630.5,LRN,SK
4655,1053,LRN,SK
4656,1053,LRN,SK
4657,1041.5,LRN,SK
4658,1357,LRN,SK
4659,1357,LRN,SK
4660,875,LRN,SK
4661,875,LRN,SK
4662,931,LRN,SK
4663,931,LRN,SK
4664,630.5,LRN,SK
4665,630.5,LRN,SK
4666,1053,LRN,SK
4667,1053,LRN,SK
4668,1041.5,LRN,SK
4669,1282.5,LRN,SK
4670,1053.5,LRN,SK
4671,1053.5,LRN,SK
4672,799.5,LRN,SK
4673,799.5,LRN,SK
4674,811,LRN,SK
4675,811,LRN,SK
4676,1142.5,LRN,SK
4677,1142.5,LRN,SK
4678,1669.5,LRN,SK
4679,1669.5,LRN,SK
4680,1170,LRN,SK
4681,1170,LRN,SK
4682,1673.5,LRN,SK
4683,1673.5,LRN,SK
4684,1282.5,LRN,SK
4685,1282.5,LRN,SK
4686,1053.5,LRN,SK
4687,1053.5,LRN,SK
4688,799.5,LRN,SK
4689,799.5,LRN,SK
4690,811,LRN,SK
4691,811,LRN,SK
4692,1142.5,LRN,SK
4693,1142.5,LRN,SK
4694,1669.5,LRN,SK
4695,1669.5,LRN,SK
4696,1170,LRN,SK
4697,1648.5,LRN,SK
4698,1264,LRN,SK
4699,1264,LRN,SK
4700,1250.5,LRN,SK
4701,1250.5,LRN,SK
4702,557,LRN,SK
4703,557,LRN,SK
4704,392.5,LRN,SK
4705,392.5,LRN,SK
4706,869.5,LRN,SK
4707,869.5,LRN,SK
4708,839.5,LRN,SK
4709,839.5,LRN,SK
4710,1258.5,LRN,SK
4711,1258.5,LRN,SK
4712,649,LRN,SK
4713,649,LRN,SK
4714,1351.5,LRN,SK
4715,1351.5,LRN,SK
4716,1648.5,LRN,SK
4717,1648.5,LRN,SK
4718,1264,LRN,SK
4719,1264,LRN,SK
4720,1250.5,LRN,SK
4721,1250.5,LRN,SK
4722,557,LRN,SK
4723,557,LRN,SK
4724,392.5,LRN,SK
4725,392.5,LRN,SK
4726,869.5,LRN,SK
4727,869.5,LRN,SK
4728,839.5,LRN,SK
4729,839.5,LRN,SK
4730,1258.5,LRN,SK
4731,1258.5,LRN,SK
4732,649,LRN,SK
4733,1448.5,LRN,SK
4734,1564,LRN,SK
4735,1564,LRN,SK
4736,1785.5,LRN,SK
4737,1785.5,LRN,SK
4738,1315,LRN,SK
4739,1315,LRN,SK
4740,1074.5,LRN,SK
4741,1074.5,LRN,SK
4742,434.5,LRN,SK
4743,434.5,LRN,SK
4744,313,LRN,SK
4745,313,LRN,SK
4746,308.5,LRN,SK
4747,308.5,LRN,SK
4748,945,LRN,SK
4749,945,LRN,SK
4750,1029.5,LRN,SK
4751,1029.5,LRN,SK
4752,960,LRN,SK
4753,960,LRN,SK
4754,1448.5,LRN,SK
4755,1564,LRN,SK
4756,1564,LRN,SK
4757,1785.5,LRN,SK
4758,1785.5,LRN,SK
4759,1315,LRN,SK
4760,1315,LRN,SK
4761,1074.5,LRN,SK
4762,1074.5,LRN,SK
4763,434.5,LRN,SK
4764,434.5,LRN,SK
4765,313,LRN,SK
4766,313,LRN,SK
4767,308.5,LRN,SK
4768,308.5,LRN,SK
4769,945,LRN,SK
4770,945,LRN,SK
4771,1029.5,LRN,SK
4772,1029.5,LRN,SK
4773,960,LRN,SK
4774,1614,LRN,SK
4775,1614,LRN,SK
4776,1263,LRN,SK
4777,1263,LRN,SK
4778,1028.5,LRN,SK
4779,1028.5,LRN,SK
4780,1206,LRN,SK
4781,1206,LRN,SK
4782,1037.5,LRN,SK
4783,1037.5,LRN,SK
4784,776.5,LRN,SK
4785,776.5,LRN,SK
4786,915.5,LRN,SK
4787,915.5,LRN,SK
4788,860,LRN,SK
4789,860,LRN,SK
4790,1063,LRN,SK
4791,1063,LRN,SK
4792,862,LRN,SK
4793,862,LRN,SK
4794,1504.5,LRN,SK
4795,1614,LRN,SK
4796,1614,LRN,SK
4797,1263,LRN,SK
